DB_QUEUE_1497959700578066,test1,0.050000
DB_QUEUE_1497959700690477,test1,0.045000
DB_QUEUE_1497959700793871,test1,0.041000
DB_QUEUE_1497959700897318,test1,0.037000
DB_QUEUE_1497959701000835,test1,0.036000
DB_QUEUE_1497959701103938,test1,0.026000
DB_QUEUE_1497959701207643,test1,0.071000
DB_QUEUE_1497959701310891,test1,0.038000
DB_QUEUE_1497959701414436,test1,0.032000
DB_QUEUE_1497959701517790,test1,0.082000
DB_QUEUE_1497959701621172,test1,0.038000
DB_QUEUE_1497959701724634,test1,0.023000
DB_QUEUE_1497959701827939,test1,0.031000
DB_QUEUE_1497959701931289,test1,0.070000
DB_QUEUE_1497959702034883,test1,0.042000
DB_QUEUE_1497959702138683,test1,0.058000
DB_QUEUE_1497959702242181,test1,0.053000
DB_QUEUE_1497959702345618,test1,0.022000
DB_QUEUE_1497959702449079,test1,0.037000
DB_QUEUE_1497959702552744,test1,0.037000
DB_QUEUE_1497959702656942,test1,0.169000
DB_QUEUE_1497959702760755,test1,0.138000
DB_QUEUE_1497959702863920,test1,0.053000
DB_QUEUE_1497959702967626,test1,0.028000
DB_QUEUE_1497959703071519,test1,0.107000
DB_QUEUE_1497959703175198,test1,0.104000
DB_QUEUE_1497959703278358,test1,0.026000
DB_QUEUE_1497959703381863,test1,0.021000
DB_QUEUE_1497959703485290,test1,0.042000
DB_QUEUE_1497959703588701,test1,0.051000
DB_QUEUE_1497959703692506,test1,0.046000
DB_QUEUE_1497959703796420,test1,0.122000
DB_QUEUE_1497959703900122,test1,0.158000
DB_QUEUE_1497959704003372,test1,0.041000
DB_QUEUE_1497959704106822,test1,0.022000
DB_QUEUE_1497959704210178,test1,0.034000
DB_QUEUE_1497959704313689,test1,0.029000
DB_QUEUE_1497959704417274,test1,0.051000
DB_QUEUE_1497959704521245,test1,0.154000
DB_QUEUE_1497959704625007,test1,0.065000
DB_QUEUE_1497959704728415,test1,0.056000
DB_QUEUE_1497959704831983,test1,0.027000
DB_QUEUE_1497959704935574,test1,0.021000
DB_QUEUE_1497959705039136,test1,0.021000
DB_QUEUE_1497959705142634,test1,0.047000
DB_QUEUE_1497959705246157,test1,0.026000
DB_QUEUE_1497959705349684,test1,0.022000
DB_QUEUE_1497959705453289,test1,0.022000
DB_QUEUE_1497959705556719,test1,0.033000
DB_QUEUE_1497959705660382,test1,0.023000
DB_QUEUE_1497959705763935,test1,0.026000
DB_QUEUE_1497959705867480,test1,0.042000
DB_QUEUE_1497959705971059,test1,0.047000
DB_QUEUE_1497959706074580,test1,0.024000
DB_QUEUE_1497959706177989,test1,0.025000
DB_QUEUE_1497959706281536,test1,0.028000
DB_QUEUE_1497959706385056,test1,0.026000
DB_QUEUE_1497959706488579,test1,0.066000
DB_QUEUE_1497959706592209,test1,0.024000
DB_QUEUE_1497959706696001,test1,0.096000
DB_QUEUE_1497959706799667,test1,0.094000
DB_QUEUE_1497959706903544,test1,0.111000
DB_QUEUE_1497959707006606,test1,0.022000
DB_QUEUE_1497959707110091,test1,0.055000
DB_QUEUE_1497959707213966,test1,0.105000
DB_QUEUE_1497959707317048,test1,0.077000
DB_QUEUE_1497959707420833,test1,0.188000
DB_QUEUE_1497959707523978,test1,0.034000
DB_QUEUE_1497959707627972,test1,0.127000
DB_QUEUE_1497959707731750,test1,0.061000
DB_QUEUE_1497959707835537,test1,0.065000
DB_QUEUE_1497959707939113,test1,0.036000
DB_QUEUE_1497959708042767,test1,0.033000
DB_QUEUE_1497959708146175,test1,0.037000
DB_QUEUE_1497959708250018,test1,0.042000
DB_QUEUE_1497959708353463,test1,0.037000
DB_QUEUE_1497959708457123,test1,0.100000
DB_QUEUE_1497959708560434,test1,0.036000
DB_QUEUE_1497959708664318,test1,0.062000
DB_QUEUE_1497959708767576,test1,0.068000
DB_QUEUE_1497959708871481,test1,0.145000
DB_QUEUE_1497959708974459,test1,0.056000
DB_QUEUE_1497959709078889,test1,0.041000
DB_QUEUE_1497959709182316,test1,0.036000
DB_QUEUE_1497959709285952,test1,0.042000
DB_QUEUE_1497959709389237,test1,0.036000
DB_QUEUE_1497959709493626,test1,0.039000
DB_QUEUE_1497959709597249,test1,0.040000
DB_QUEUE_1497959709700772,test1,0.034000
DB_QUEUE_1497959709804393,test1,0.071000
DB_QUEUE_1497959709908011,test1,0.061000
DB_QUEUE_1497959710011459,test1,0.033000
DB_QUEUE_1497959710114632,test1,0.033000
DB_QUEUE_1497959710217989,test1,0.040000
DB_QUEUE_1497959710321250,test1,0.034000
DB_QUEUE_1497959710424689,test1,0.037000
DB_QUEUE_1497959710528459,test1,0.041000
DB_QUEUE_1497959710632537,test1,0.033000
DB_QUEUE_1497959710736428,test1,0.091000
DB_QUEUE_1497959710840036,test1,0.036000
